,fl_acc,fl_loss
0,0.4458333333333333,1.453836441040039
1,0.4458333333333333,1.6857895453770955
2,0.48125,1.4137041171391804
3,0.48125,1.609736184279124
4,0.5291666666666667,1.379687229792277
5,0.5291666666666667,1.4176964660485585
6,0.5583333333333333,1.3432379961013794
7,0.5583333333333333,1.5694486498832703
8,0.15625,1.7485824426015217
9,0.15625,1.4738488992055256
10,0.26875,1.6360825300216675
11,0.26875,1.7433769504229228
12,0.26875,1.6360825300216675
13,0.26875,1.7433758775393169
14,0.2125,1.6923324664433796
15,0.2125,1.7433762351671855
16,0.15625,1.7485825220743816
17,0.15625,1.743374188741048
18,0.15625,1.7485825220743816
19,0.15625,1.7433818578720093
20,0.15625,1.7485825618108113
21,0.15625,1.7433744072914124
22,0.15625,1.7485824823379517
23,0.15625,1.7433758974075317
24,0.26875,1.6360825697580974
25,0.26875,1.5819182594617207
26,0.26875,1.6360824505488079
27,0.26875,1.743374268213908
28,0.26875,1.6360825697580974
29,0.26875,1.743374228477478
30,0.2125,1.6923324664433796
31,0.2125,1.5819182395935059
32,0.2125,1.6923325061798096
33,0.2125,1.743374188741048
34,0.2125,1.69233242670695
35,0.2125,1.7433743476867676
36,0.2125,1.6923324664433796
37,0.2125,1.7433742086092632
38,0.2125,1.6923325061798096
39,0.2125,1.7433791756629944
40,0.325,1.5798324346542358
41,0.325,1.743374228477478
42,0.26875,1.6360824902852376
43,0.26875,1.7433744470278423
44,0.2125,1.6923325061798096
45,0.2125,1.7433742483456929
46,0.15625,1.7485824426015217
47,0.15625,1.743374804655711
48,0.15625,1.7485825220743816
49,0.15625,1.7434072097142537
50,0.15625,1.7485825220743816
51,0.15625,1.7433743675549824
52,0.15625,1.7485825618108113
53,0.15625,1.7433752218882244
54,0.2125,1.69233242670695
55,0.2125,1.743374268213908
56,0.2125,1.6923324664433796
57,0.2125,1.7433744072914124
58,0.2125,1.6923324664433796
59,0.2125,1.743374228477478
60,0.2125,1.6923325459162395
61,0.2125,1.7433755993843079
62,0.15625,1.7485825220743816
63,0.15625,1.7433751424153645
64,0.2125,1.6923324664433796
65,0.2125,1.743376632531484
66,0.325,1.5798325141270955
67,0.325,1.7433757185935974
68,0.26875,1.6360824902852376
69,0.26875,1.5819174846013386
70,0.2125,1.69233242670695
71,0.2125,1.743374228477478
72,0.15625,1.7485825618108113
73,0.15625,1.743382215499878
74,0.2125,1.69233238697052
75,0.2125,1.7433743675549824
76,0.26875,1.6360824902852376
77,0.26875,1.7433741688728333
78,0.2125,1.6923325061798096
79,0.2125,1.7433749636014302
80,0.15625,1.7485824823379517
81,0.15625,1.7433744072914124
82,0.2125,1.6923325061798096
83,0.2125,1.5819167296091716
84,0.15625,1.7485825220743816
85,0.15625,1.7433742880821228
86,0.2125,1.6923324664433796
87,0.2125,1.7433742880821228
88,0.15625,1.7485825220743816
89,0.15625,1.5819158951441448
90,0.26875,1.6360824505488079
91,0.26875,1.7433745662371318
92,0.2125,1.6923324664433796
93,0.2125,1.7433796525001526
94,0.26875,1.6360824505488079
95,0.26875,1.581916610399882
96,0.2125,1.6923325061798096
97,0.2125,1.7433744668960571
98,0.15625,1.7485824823379517
99,0.15625,1.7433760563532512
100,0.325,1.5798325141270955
101,0.325,1.7433743675549824
102,0.2125,1.6923324664433796
103,0.2125,1.7433745861053467
104,0.26875,1.6360825300216675
105,0.26875,1.743377109368642
106,0.26875,1.6360824505488079
107,0.26875,1.7433743079503377
108,0.2125,1.6923325061798096
109,0.2125,1.743374188741048
110,0.15625,1.7485825220743816
111,0.15625,1.5819161931673686
112,0.2125,1.6923325061798096
113,0.2125,1.7433742483456929
114,0.2125,1.6923324664433796
115,0.2125,1.7433741490046184
116,0.26875,1.6360825300216675
117,0.26875,1.7433823347091675
118,0.26875,1.6360825697580974
119,0.26875,1.743428349494934
120,0.26875,1.6360825697580974
121,0.26875,1.7433745662371318
122,0.325,1.5798325141270955
123,0.325,1.7433756391207378
124,0.15625,1.7485825220743816
125,0.15625,1.5819159348805745
126,0.26875,1.6360824902852376
127,0.26875,1.7433744668960571
128,0.26875,1.636082410812378
129,0.26875,1.5819163123766582
130,0.325,1.5798324346542358
131,0.325,1.5819158554077148
132,0.26875,1.6360824902852376
133,0.26875,1.5819179217020671
134,0.15625,1.7485825220743816
135,0.15625,1.7433772881825764
136,0.26875,1.6360825300216675
137,0.26875,1.743377109368642
138,0.2125,1.6923324664433796
139,0.2125,1.7433741688728333
140,0.15625,1.7485824823379517
141,0.15625,1.7433741291364033
142,0.2125,1.6923325061798096
143,0.2125,1.743374268213908
144,0.15625,1.7485824823379517
145,0.15625,1.743374228477478
146,0.15625,1.7485825220743816
147,0.15625,1.7433741291364033
148,0.26875,1.6360824902852376
149,0.26875,1.581918438275655
150,0.2125,1.6923325061798096
151,0.2125,1.743374188741048
152,0.2125,1.69233242670695
153,0.2125,1.5819160143534343
154,0.15625,1.7485824823379517
155,0.15625,1.7433748841285706
156,0.325,1.5798325141270955
157,0.325,1.7433743278185527
158,0.2125,1.69233242670695
159,0.2125,1.743374268213908
160,0.26875,1.6360825300216675
161,0.26875,1.743374268213908
162,0.26875,1.6360825697580974
163,0.26875,1.7433743278185527
164,0.15625,1.7485825220743816
165,0.15625,1.7433741688728333
166,0.26875,1.6360825300216675
167,0.26875,1.7433743874231975
168,0.15625,1.7485824426015217
169,0.15625,1.7433749437332153
170,0.15625,1.7485824426015217
171,0.15625,1.5819158752759297
172,0.15625,1.7485825220743816
173,0.15625,1.7433742483456929
174,0.2125,1.6923325061798096
175,0.2125,1.5819158752759297
176,0.2125,1.6923324664433796
177,0.2125,1.5819158951441448
178,0.15625,1.7485824426015217
179,0.15625,1.7433741092681885
180,0.2125,1.6923325061798096
181,0.2125,1.5819159547487895
182,0.2125,1.6923325061798096
183,0.2125,1.743374506632487
184,0.15625,1.7485825618108113
185,0.15625,1.7433744271596272
186,0.2125,1.6923325459162395
187,0.2125,1.743374268213908
188,0.2125,1.6923325061798096
189,0.2125,1.7433748841285706
190,0.2125,1.6923325061798096
191,0.2125,1.5819158355395
192,0.2125,1.6923325459162395
193,0.2125,1.7433742483456929
194,0.2125,1.6923325061798096
195,0.2125,1.7433741688728333
196,0.2125,1.6923325459162395
197,0.2125,1.7433742086092632
198,0.2125,1.6923324664433796
199,0.2125,1.5819158752759297
200,0.15625,1.7485824823379517
201,0.15625,1.743374188741048
202,0.2125,1.6923324664433796
203,0.2125,1.7433748245239258
204,0.2125,1.6923325061798096
205,0.2125,1.7433742086092632
206,0.26875,1.6360825300216675
207,0.26875,1.7433742483456929
208,0.26875,1.6360824902852376
209,0.26875,1.7433742880821228
210,0.2125,1.69233242670695
211,0.2125,1.743374188741048
212,0.2125,1.6923325061798096
213,0.2125,1.7433751622835796
214,0.26875,1.6360824902852376
215,0.26875,1.7433742086092632
216,0.2125,1.6923325061798096
217,0.2125,1.7433783213297527
218,0.15625,1.7485824823379517
219,0.15625,1.743374486764272
220,0.2125,1.6923324664433796
221,0.2125,1.7433746655782063
222,0.2125,1.6923325061798096
223,0.2125,1.7433744072914124
224,0.15625,1.7485824823379517
225,0.15625,1.7433743079503377
226,0.26875,1.6360825697580974
227,0.26875,1.743374188741048
228,0.15625,1.7485825220743816
229,0.15625,1.7433743079503377
230,0.2125,1.6923325061798096
231,0.2125,1.7433866262435913
232,0.26875,1.6360824902852376
233,0.26875,1.7433749636014302
234,0.15625,1.7485825220743816
235,0.15625,1.743376096089681
236,0.325,1.5798325141270955
237,0.325,1.7433743476867676
238,0.2125,1.6923324664433796
239,0.2125,1.7433760563532512
240,0.15625,1.7485824823379517
241,0.15625,1.7433741688728333
242,0.26875,1.6360825300216675
243,0.26875,1.7433741490046184
244,0.2125,1.6923325061798096
245,0.2125,1.581916371981303
246,0.2125,1.6923324664433796
247,0.2125,1.7433743079503377
248,0.15625,1.7485824823379517
249,0.15625,1.5819165309270222
250,0.15625,1.7485825220743816
251,0.15625,1.7433744271596272
252,0.15625,1.7485824426015217
253,0.15625,1.7433742483456929
254,0.2125,1.69233242670695
255,0.2125,1.743374188741048
256,0.15625,1.7485824823379517
257,0.15625,1.5819158355395
258,0.325,1.5798324346542358
259,0.325,1.7433742483456929
260,0.15625,1.7485825220743816
261,0.15625,1.7433741490046184
262,0.15625,1.7485825618108113
263,0.15625,1.5819159547487895
264,0.2125,1.6923324664433796
265,0.2125,1.5819161732991536
266,0.26875,1.6360824902852376
267,0.26875,1.7433773477872212
268,0.15625,1.7485825618108113
269,0.15625,1.743374188741048
270,0.2125,1.6923325061798096
271,0.2125,1.7433742483456929
272,0.2125,1.6923324664433796
273,0.2125,1.5819160143534343
274,0.15625,1.7485825220743816
275,0.15625,1.5819166700045268
276,0.325,1.5798325141270955
277,0.325,1.743374268213908
278,0.2125,1.6923325061798096
279,0.2125,1.7433742086092632
280,0.2125,1.69233242670695
281,0.2125,1.743377109368642
282,0.2125,1.6923325061798096
283,0.2125,1.7433743079503377
284,0.26875,1.6360825300216675
285,0.26875,1.743376632531484
286,0.38125000000000003,1.5235824982325237
287,0.38125000000000003,1.743374268213908
288,0.15625,1.7485824823379517
289,0.15625,1.743374228477478
290,0.2125,1.6923325459162395
291,0.2125,1.5819158951441448
292,0.15625,1.7485824823379517
293,0.15625,1.7433743476867676
294,0.15625,1.7485824823379517
295,0.15625,1.5819169878959656
296,0.2125,1.6923324664433796
297,0.2125,1.5819159746170044
298,0.2125,1.6923324664433796
299,0.2125,1.743374268213908
300,0.2125,1.6923325061798096
301,0.2125,1.5819158951441448
302,0.15625,1.7485824823379517
303,0.15625,1.7433785597483318
304,0.2125,1.6923325061798096
305,0.2125,1.7433742483456929
306,0.15625,1.7485825220743816
