,local_acc,local_loss
0,0.4270833333333333,1.4927623987197876
1,0.29375,1.6107126474380493
2,0.3,1.593367600440979
3,0.4479166666666667,1.4691951036453248
4,0.45625,1.4332195520401
5,0.5645833333333333,1.3443843841552734
6,0.6375,1.2935743093490601
7,0.5958333333333333,1.3213322401046752
8,0.5583333333333333,1.3423983812332154
9,0.5770833333333333,1.3214221954345704
10,0.6020833333333333,1.3082174062728882
11,0.66875,1.2621847987174988
12,0.5770833333333333,1.3290706157684327
13,0.5354166666666667,1.3693021059036254
14,0.65625,1.2494082927703858
15,0.5166666666666666,1.378994846343994
16,0.6020833333333333,1.3002408742904663
17,0.5104166666666666,1.3908332347869874
18,0.5708333333333333,1.3234057426452637
19,0.5541666666666667,1.3557366132736206
20,0.5958333333333333,1.312077236175537
21,0.66875,1.248585855960846
22,0.5958333333333333,1.314069676399231
23,0.5645833333333333,1.331772017478943
24,0.6083333333333333,1.3018801927566528
25,0.5895833333333333,1.3117393493652343
26,0.5479166666666666,1.3804189682006835
27,0.6625,1.2643537402153016
28,0.47291666666666665,1.41252281665802
29,0.44375,1.4441709995269776
30,0.5833333333333334,1.291293740272522
31,0.64375,1.2614638090133667
32,0.6145833333333334,1.2881280422210692
33,0.5416666666666666,1.3584703207015991
34,0.5958333333333333,1.297056293487549
35,0.5541666666666667,1.3366992712020873
36,0.5604166666666667,1.3264392852783202
37,0.66875,1.2623128175735474
38,0.6208333333333333,1.2951351881027222
39,0.68125,1.227776861190796
40,0.5604166666666667,1.341210627555847
41,0.7,1.222156584262848
42,0.5958333333333333,1.296971845626831
43,0.6333333333333333,1.2714879274368287
44,0.6395833333333333,1.2945467710494996
45,0.6020833333333333,1.2851823806762694
46,0.6270833333333333,1.276809573173523
47,0.6145833333333334,1.2602666378021241
48,0.5895833333333333,1.2975713014602661
49,0.5791666666666666,1.3294411659240724
50,0.6333333333333333,1.2928102970123292
51,0.65,1.2371464014053344
52,0.5729166666666666,1.307887887954712
53,0.69375,1.2086720943450928
54,0.5541666666666667,1.3126830339431763
55,0.6395833333333333,1.259329581260681
56,0.7,1.2088626742362976
57,0.51875,1.3752273321151733
58,0.5479166666666666,1.346843385696411
59,0.5791666666666666,1.32196102142334
60,0.7125,1.2076959252357482
61,0.69375,1.214161252975464
62,0.6645833333333333,1.2515085220336915
63,0.6041666666666666,1.3163936614990235
64,0.70625,1.2233988523483277
65,0.6395833333333333,1.2666849374771119
66,0.6833333333333333,1.250179386138916
67,0.5416666666666666,1.3331083059310913
68,0.6208333333333333,1.2625999927520752
69,0.69375,1.213484513759613
70,0.675,1.2251304149627686
71,0.5791666666666666,1.3290482997894286
72,0.6645833333333333,1.258785033226013
73,0.5729166666666666,1.294260573387146
74,0.51875,1.3609493494033813
75,0.5125,1.3819767236709595
76,0.6875,1.2598461627960205
77,0.6645833333333333,1.2500821113586427
78,0.6270833333333333,1.284507393836975
79,0.7,1.1966399550437927
80,0.5791666666666666,1.3247859239578248
81,0.6041666666666666,1.2811179161071777
82,0.5916666666666667,1.3287989616394043
83,0.6520833333333333,1.2586724042892456
84,0.7375,1.1952553272247315
85,0.6333333333333333,1.273850154876709
86,0.6395833333333333,1.2595861673355102
87,0.5541666666666667,1.323632001876831
88,0.6583333333333333,1.2513402223587036
89,0.68125,1.2236909985542297
90,0.6708333333333333,1.257736086845398
91,0.6645833333333333,1.245940923690796
92,0.6395833333333333,1.2653667211532593
93,0.73125,1.1819350004196167
94,0.6770833333333334,1.2462346076965332
95,0.74375,1.1921468734741212
96,0.6458333333333334,1.246857190132141
97,0.5979166666666667,1.2975661277770996
98,0.5979166666666667,1.3052538871765136
99,0.6708333333333333,1.2400105476379395
