,local_acc,local_loss
0,0.625,1.2665267785390217
1,0.6666666666666666,1.216742714246114
2,0.8333333333333334,1.079445481300354
3,0.65625,1.2508217891057332
4,0.75,1.15621550877889
5,0.8125,1.0933615962664287
6,0.8229166666666666,1.0848305225372314
7,0.75,1.1549402077992756
8,0.75,1.1588927904764812
9,0.6770833333333334,1.2302288214365642
10,0.6666666666666666,1.2323137521743774
11,0.6770833333333334,1.2283880313237507
12,0.7604166666666666,1.1551169554392497
13,0.75,1.1547882556915283
14,0.6145833333333334,1.2918248176574707
15,0.8229166666666666,1.0833144187927246
16,0.8125,1.0934023062388103
17,0.75,1.1587096055348713
18,0.75,1.1549855470657349
19,0.8125,1.0899356404940288
20,0.75,1.155656894048055
21,0.75,1.1498970190684001
22,0.75,1.1506431897481282
23,0.75,1.1520143747329712
24,0.75,1.157485802968343
25,0.8333333333333334,1.0745261112848918
26,0.8333333333333334,1.076153000195821
27,0.75,1.1549818913141887
28,0.75,1.1569533348083496
29,0.6770833333333334,1.2231711546579997
30,0.75,1.1499245166778564
31,0.8229166666666666,1.0852641264597576
32,0.7604166666666666,1.145168383916219
33,0.7604166666666666,1.1530863046646118
34,0.6770833333333334,1.2297453880310059
35,0.6875,1.174625833829244
36,0.8229166666666666,1.0745086669921875
37,0.8020833333333334,1.1095829804738362
38,0.7291666666666666,1.1527819236119587
39,0.8020833333333334,1.096548040707906
40,0.9375,0.9872222542762756
41,0.84375,1.0558900038401287
42,0.8541666666666666,1.0580064256985982
43,0.8645833333333334,1.0126122832298279
44,0.9166666666666666,0.9866748650868734
45,0.9791666666666666,0.9715412457784017
46,0.9375,0.9804739753405253
47,0.9479166666666666,0.9607323408126831
48,0.9270833333333334,0.9981622695922852
49,0.9583333333333334,0.9582284490267435
50,0.96875,0.9538707335789999
51,0.8645833333333334,1.0165248314539592
52,0.96875,0.9510024785995483
53,0.9479166666666666,0.9645087321599325
54,0.9479166666666666,0.9555790821711222
55,0.9583333333333334,0.9568619330724081
56,0.8645833333333334,1.0379374225934346
57,0.9583333333333334,0.9551065564155579
58,0.9583333333333334,0.9515275955200195
59,0.96875,0.9461846550305685
60,0.96875,0.948803166548411
61,0.96875,0.9425928791364034
62,0.96875,0.9381032983462015
63,0.96875,0.9557921886444092
64,0.9583333333333334,0.9532313148180643
65,0.9583333333333334,0.9513805111249288
66,0.96875,0.9500547250111898
67,0.96875,0.9475749135017395
68,0.96875,0.9485381642977396
69,0.96875,0.9663784901301066
70,0.96875,0.9451366265614828
71,0.96875,0.9512468179066976
72,0.9479166666666666,0.9555700421333313
73,0.9479166666666666,0.9577779571215311
74,0.9791666666666666,0.9361036618550619
75,0.96875,0.9393429160118103
76,0.96875,0.9421851436297098
77,0.96875,0.9422706166903178
78,0.96875,0.9466257095336914
79,0.8854166666666666,1.0220723549524944
80,0.9583333333333334,0.9468831221262614
81,0.9583333333333334,0.9466320673624674
82,0.96875,0.9428340196609497
83,0.96875,0.9432326952616373
84,0.9791666666666666,0.9370688994725546
85,0.9791666666666666,0.9336745341618856
86,0.8854166666666666,1.0234790841738384
87,0.96875,0.9422422250111898
88,0.90625,1.0271102587382
89,0.96875,0.9498017231623331
90,0.96875,0.9517750938733419
91,0.9791666666666666,0.946683923403422
92,0.96875,0.9458972016970316
93,0.9791666666666666,0.9330122868220011
94,0.8958333333333334,1.005640705426534
95,0.8958333333333334,1.0174892743428547
96,0.9791666666666666,0.9655092159907023
97,0.96875,0.9685607353846232
98,0.8020833333333334,1.0682151913642883
99,0.96875,0.9393133521080017
