,fl_acc,fl_loss
0,0.4479166666666667,1.4461207787195842
1,0.4479166666666667,1.5949070453643799
2,0.5208333333333334,1.3812835216522217
3,0.5208333333333334,1.438766360282898
4,0.4895833333333333,1.3873546918233235
5,0.4895833333333333,1.4282257954279582
6,0.5416666666666666,1.3473554849624634
7,0.5416666666666666,1.3907346328099568
8,0.53125,1.3678503433863323
9,0.53125,1.3663703600565593
10,0.5729166666666666,1.3400176763534546
11,0.5729166666666666,1.3611597617467244
12,0.5416666666666666,1.365376075108846
13,0.5416666666666666,1.340693513552348
14,0.5416666666666666,1.3642754157384236
15,0.5416666666666666,1.3331087430318196
16,0.5625,1.3321964740753174
17,0.5625,1.362647533416748
18,0.5625,1.3369962374369304
19,0.5625,1.383456826210022
20,0.5104166666666666,1.3824233214060466
21,0.5104166666666666,1.3430672486623128
22,0.5416666666666666,1.3542848428090413
23,0.5416666666666666,1.34378186861674
24,0.5208333333333334,1.3681835730870564
25,0.5208333333333334,1.3225150903065999
26,0.5520833333333334,1.353044907251994
27,0.5520833333333334,1.3118678331375122
28,0.5208333333333334,1.3679534196853638
29,0.5208333333333334,1.3478851715723674
30,0.4895833333333333,1.4114917516708374
31,0.4895833333333333,1.3236888249715169
32,0.5520833333333334,1.3489339351654053
33,0.5520833333333334,1.3401025533676147
34,0.5416666666666666,1.353534499804179
35,0.5416666666666666,1.3297746578852336
36,0.5729166666666666,1.3327373663584392
37,0.5729166666666666,1.3213220437367756
38,0.5729166666666666,1.3155828317006428
39,0.5729166666666666,1.3076836665471394
40,0.5208333333333334,1.3778613408406575
41,0.5208333333333334,1.3441450595855713
42,0.53125,1.3640106519063313
43,0.53125,1.3191522359848022
44,0.5729166666666666,1.3240689436594646
45,0.5729166666666666,1.3123048543930054
46,0.53125,1.365512450536092
47,0.53125,1.3101595242818196
48,0.5625,1.3507388432820637
49,0.5625,1.310473918914795
50,0.5416666666666666,1.3591283559799194
51,0.5416666666666666,1.3041032552719116
52,0.53125,1.369511326154073
53,0.53125,1.3088491360346477
54,0.3854166666666667,1.5048902829488118
55,0.3854166666666667,1.3172127803166707
56,0.53125,1.356748104095459
57,0.53125,1.403815229733785
58,0.5104166666666666,1.378317395846049
59,0.5104166666666666,1.30765962600708
60,0.5520833333333334,1.3339004119237263
61,0.5520833333333334,1.311253269513448
62,0.5625,1.3503905932108562
63,0.5625,1.3235158522923787
64,0.5208333333333334,1.3763025204340618
65,0.5208333333333334,1.3042153120040894
66,0.5104166666666666,1.3736100594202678
67,0.5104166666666666,1.3013242085774739
68,0.5416666666666666,1.3429081042607625
69,0.5416666666666666,1.3053664366404216
70,0.5104166666666666,1.3860039313634236
71,0.5104166666666666,1.3033254146575928
72,0.5416666666666666,1.3484922250111897
73,0.5416666666666666,1.306023081143697
74,0.5625,1.3498833576838176
75,0.5625,1.299025336901347
76,0.53125,1.3657636642456055
77,0.53125,1.3010971148808796
78,0.5729166666666666,1.32084854443868
79,0.5729166666666666,1.3023818333943684
80,0.5625,1.345123012860616
81,0.5625,1.3012365102767944
82,0.5416666666666666,1.357953707377116
83,0.5416666666666666,1.2984501520792644
84,0.53125,1.3656797409057617
85,0.53125,1.3002256949742634
86,0.5729166666666666,1.3104403416315715
87,0.5729166666666666,1.3025583028793335
88,0.53125,1.383416970570882
89,0.53125,1.3049347798029582
90,0.5833333333333334,1.322904348373413
91,0.5833333333333334,1.3040453990300496
92,0.53125,1.3561203082402546
93,0.53125,1.307328462600708
94,0.5520833333333334,1.3456016381581624
95,0.5520833333333334,1.3037788073221843
96,0.5208333333333334,1.3647710084915161
97,0.5208333333333334,1.3032439947128296
98,0.5625,1.3364473183949788
99,0.5625,1.3011596997578938
100,0.5208333333333334,1.3759392499923706
101,0.5208333333333334,1.30583389600118
102,0.6041666666666666,1.2987291812896729
103,0.6041666666666666,1.3032931486765544
104,0.5416666666666666,1.3548489809036255
105,0.5416666666666666,1.2956642309824626
106,0.5416666666666666,1.3512481451034546
107,0.5416666666666666,1.2951518694559734
108,0.5416666666666666,1.3595221439997356
109,0.5416666666666666,1.299485683441162
110,0.5729166666666666,1.3206050793329875
111,0.5729166666666666,1.2973824739456177
112,0.5520833333333334,1.3397410313288372
113,0.5520833333333334,1.3040802081425984
114,0.5520833333333334,1.3483597040176392
115,0.5520833333333334,1.2987744410832722
116,0.5208333333333334,1.3740657567977905
117,0.5208333333333334,1.2934120893478394
118,0.5520833333333334,1.3362356424331665
119,0.5520833333333334,1.2996472517649333
120,0.5416666666666666,1.3588385979334514
121,0.5416666666666666,1.296976645787557
122,0.5,1.3905311822891235
123,0.5,1.2940097252527873
124,0.6041666666666666,1.3062316576639812
125,0.6041666666666666,1.2964694102605183
126,0.5625,1.3402893940607707
127,0.5625,1.294734795888265
128,0.5520833333333334,1.3438157240549724
129,0.5520833333333334,1.300435225168864
130,0.53125,1.3659822940826416
131,0.53125,1.2991685072580974
132,0.5208333333333334,1.3481085300445557
133,0.5208333333333334,1.296501874923706
134,0.5208333333333334,1.377902587254842
135,0.5208333333333334,1.2974811395009358
136,0.5833333333333334,1.310997207959493
137,0.5833333333333334,1.2944519917170207
138,0.5416666666666666,1.3429778814315796
139,0.5416666666666666,1.293993592262268
140,0.5,1.3801768620808919
141,0.5,1.2932878335316975
142,0.5520833333333334,1.3365871111551921
143,0.5520833333333334,1.2952781518300374
144,0.5520833333333334,1.340311090151469
145,0.5520833333333334,1.297752022743225
146,0.5729166666666666,1.3259528875350952
147,0.5729166666666666,1.2954326073328655
148,0.5625,1.3368632396062214
149,0.5625,1.2959080537160237
150,0.5208333333333334,1.3582700490951538
151,0.5208333333333334,1.2967935005823772
152,0.53125,1.3570288022359211
153,0.53125,1.2970200379689534
154,0.5625,1.3298628330230713
155,0.5625,1.2989763021469116
156,0.5625,1.3293746709823608
157,0.5625,1.293174187342326
158,0.5520833333333334,1.3458709319432576
159,0.5520833333333334,1.297298789024353
160,0.5208333333333334,1.3679635922114055
161,0.5208333333333334,1.2904733816782634
162,0.6041666666666666,1.2938505013783772
163,0.6041666666666666,1.2890053590138753
164,0.7291666666666666,1.187622865041097
165,0.7291666666666666,1.2013909022013347
166,0.71875,1.1960500876108806
167,0.71875,1.1659168402353923
168,0.7395833333333334,1.1615859270095825
169,0.7395833333333334,1.1289318799972534
170,0.75,1.1543980836868286
171,0.75,1.1135700941085815
172,0.7083333333333334,1.1700637737909954
173,0.7083333333333334,1.1155820687611897
174,0.7083333333333334,1.186637242635091
175,0.7083333333333334,1.1071031093597412
176,0.71875,1.1856581767400105
177,0.71875,1.1101927757263184
178,0.6770833333333334,1.211977481842041
179,0.6770833333333334,1.1128228108088176
180,0.7395833333333334,1.1576757431030273
181,0.7395833333333334,1.115807056427002
182,0.7395833333333334,1.1553951501846313
183,0.7395833333333334,1.1100226243336995
184,0.7083333333333334,1.19743808110555
185,0.7083333333333334,1.111066182454427
186,0.71875,1.1727549235026042
187,0.71875,1.11366605758667
188,0.71875,1.1866835753122966
189,0.71875,1.1068533261617024
190,0.6875,1.2035239537556965
191,0.6875,1.105450709660848
192,0.6979166666666666,1.1758193572362263
193,0.6979166666666666,1.112311561902364
194,0.71875,1.1850579182306926
195,0.71875,1.1036975383758545
196,0.7604166666666666,1.144127090771993
197,0.7604166666666666,1.1028480132420857
198,0.71875,1.1713252464930217
199,0.71875,1.1008433898289998
200,0.7083333333333334,1.1878343025843303
201,0.7083333333333334,1.10236652692159
202,0.7083333333333334,1.1823683579762776
203,0.7083333333333334,1.103602369626363
204,0.7604166666666666,1.1492016315460205
205,0.7604166666666666,1.0993078549702961
206,0.6979166666666666,1.1962380409240723
207,0.6979166666666666,1.0994932254155476
